,id,name,popularity
71,41217,Tom Bosley,1.186
72,56540,Rickie Lee Jones,0.6890000000000001
73,15152,James Earl Jones,3.0
74,67372,Carlo Collodi,0.6
75,176063,Hal Sutherland,0.6
76,193849,Dennis O'Flaherty,0.6
77,1213367,Barry O'Brien,0.6
78,1235078,Robby London,0.6
79,1409418,Tuck Tucker,0.6
80,1447357,Rick Maki,0.6
81,1447368,Randy Sanchez,0.6
82,1455541,Larry White,0.6
83,47296,Jeffrey Dean Morgan,3.233
84,94482,Natasha Calis,2.7439999999999998
85,52869,Madison Davenport,1.4880000000000002
86,26467,Kyra Sedgwick,4.067
87,42708,Rob LaBelle,0.608
88,582701,Nana Gbewonyo ,0.6
89,582702,Jim Thorburn ,0.6
90,582704,Matisyahu ,1.96
91,89885,Quinn Lord,3.24
92,63791,Jay Brazeau,1.62
93,7623,Sam Raimi,3.891
94,13585,Nancy Nayor,0.7659999999999999
95,15084,Anders Villadsen,0.6
96,21055,Eric L. Beason,0.6
97,22676,Ole Bornedal,1.094
98,23541,Joseph Drake,0.6
99,40383,Nathan Kahane,0.6
100,23816,Carla Hetland,0.6
101,35699,Louise Roper,0.6
102,40268,Dan Laustsen,0.6
103,556951,Samir Khader,0.6
104,556952,Josh Rushing,0.6
105,19011,George W. Bush,1.008
106,556953,Hassan Ibrahim,0.6
107,115892,Jehane Noujaim,0.6
108,13472,Tim Curry,2.417
109,19996,Kevin Bishop,1.4
110,12094,Jennifer Saunders,1.5330000000000001
111,9188,Billy Connolly,3.451
112,64181,Dave Goelz,0.6
113,7908,Frank Oz,1.5319999999999998
114,64180,Steve Whitmire,1.138
115,133876,David Nicholls,1.528
116,1705493,Frederick Warder,0.6
117,121112,Harry Jones,0.6
118,65298,Brian Henson,0.6
119,64184,Jerry Juhl,0.6
120,29533,Robert Louis Stevenson,1.305
121,947,Hans Zimmer,1.4
122,12940,Michael Jablow,0.6
123,1385880,John Fenner,0.6
124,12438,Bob Balaban,2.7439999999999998
125,13524,Christopher Guest,0.7659999999999999
126,8265,John Michael Higgins,1.3359999999999999
127,26510,Eugene Levy,2.086
128,43775,Jane Lynch,2.278
129,21731,Michael McKean,1.415
130,11514,Catherine O'Hara,2.171
131,7489,Parker Posey,5.836
132,6008,Harry Shearer,2.0909999999999997
133,20753,Fred Willard,2.2680000000000002
134,6467,Karen Murphy,0.6
135,1064271,Arlene Nelson,0.6
136,3032,Robert Leighton,0.6940000000000001
137,81893,Joseph T. Garrity,0.6940000000000001
138,35166,Pat Tagliaferro,0.6
139,958835,Durinda Wood,1.932
140,1396364,Donna E. Bloom,0.6
141,16483,Sylvester Stallone,11.573
142,3094,Talia Shire,5.452999999999999
143,4521,Burt Young,1.96
144,1101,Carl Weathers,2.2680000000000002
145,16523,Burgess Meredith,1.5819999999999999
146,16524,Thayer David,0.6
147,16525,Joe Spinell,0.98
148,16504,Tony Burton,0.648
149,107375,Joe Frazier,0.6
150,16526,Jimmy Gambina,0.98
151,1918,Richard Halsey,0.6
152,4699,Steve Perry,0.6
153,18379,Hal W. Polaire,0.98
154,10064,James H. Spencer,0.6
155,10494,Bill Conti,0.6
156,10546,Fred T. Gallo,0.6
157,11472,Irwin Winkler,1.4
158,14843,James Crabe,0.6
159,62036,Robert Carradine,1.788
160,87003,Curtis Armstrong,1.462
161,67893,Larry B. Scott,0.982
162,23881,Timothy Busfield,1.5319999999999998
163,55277,Courtney Thorne-Smith,1.815
164,92809,Andrew Cassese,0.6
165,70254,Donald Gibb,4.5569999999999995
166,11367,Bradley Whitford,1.7080000000000002
167,21523,Ed Lauter,2.345
168,83115,Barry Sobel,0.6940000000000001
169,18311,Joe Roth,1.3880000000000001
170,69042,Tim Metcalfe,1.78
171,1979,Kevin Spacey,4.7
172,516,Annette Bening,2.847
173,2155,Thora Birch,5.263999999999999
174,8210,Wes Bentley,3.4189999999999996
175,8211,Mena Suvari,4.945
176,2955,Chris Cooper,4.093999999999999
177,2154,Scott Bakula,2.957
178,8212,Peter Gallagher,4.164
179,19,Allison Janney,2.843
180,8213,Sam Robards,2.7439999999999998
181,39,Sam Mendes,2.062
182,2152,Alan Ball,1.4
183,8215,Bruce Cohen,0.604
184,8216,Dan Jinks,0.98
185,153,Thomas Newman,0.6
186,8217,Conrad L. Hall,0.6
187,7414,Christopher Greenbury,0.6
188,8219,Tariq Anwar,0.6
189,495,Debra Zane,1.62
190,8221,David Lazan,0.6
191,8891,John Travolta,6.17
192,139,Uma Thurman,4.683
193,4937,Vince Vaughn,7.246
194,5726,Cedric the Entertainer,1.2590000000000001
195,37934,André Benjamin,1.38
196,37935,Steven Tyler,0.648
197,7866,Robert Pastorelli,1.185
198,37936,Christina Milian,2.5660000000000003
199,17342,Paul Adelstein,1.4
200,5578,Debi Mazar,2.7760000000000002
201,518,Danny DeVito,5.325
202,904,Jeffrey L. Kimball,0.6
203,2235,Elmore Leonard,0.764
204,5381,Michael Shamberg,0.6
205,5382,Stacey Sher,0.6
206,7068,Sheldon Kahn,0.6559999999999999
207,7855,Michael Corenblith,0.6
208,11098,John Powell,0.6
209,11508,Dan Webster,1.1640000000000001
210,500,Tom Cruise,11.228
211,72466,Colin Farrell,6.972
212,2206,Samantha Morton,3.7539999999999996
213,2201,Max von Sydow,2.356
214,2207,Lois Smith,2.588
215,53,Peter Stormare,7.955
216,1462,Tim Blake Nelson,2.133
217,2202,Steve Harris,2.086
218,2208,Kathryn Morris,3.207
219,24173,Mike Binder,1.96
220,488,Steven Spielberg,8.771
221,2199,Scott Frank,1.4
222,2200,Jon Cohen,0.98
223,2209,Jan de Bont,2.15
224,2210,Bonnie Curtis,0.6
225,2211,Gerald R. Molen,1.052
226,2212,Walter F. Parkes,1.4
227,491,John Williams,1.055
228,2214,Paul Haslinger,1.048
229,492,Janusz Kamiński,1.96
230,228763,Nikola Rakočević,0.84
231,226141,Viktor Savić,1.284
232,85689,Nataša Tapušković,0.682
233,89904,Nikola Kojo,1.166
234,81682,Bojana Novaković,3.2039999999999997
235,31648,Dragan Mićanović,0.6
236,119948,Srđan Miletić,0.98
237,111067,Predrag Ejdus,0.6
238,111074,Milan 'Caci' Mihailović,0.6
239,1455007,Branislav Jevic,0.6
240,228762,Stevan Filipović,0.6
241,1051200,Branislav Jelić,0.6
242,1051205,Staša Koprivica,0.6
243,228764,Dimitrije Vojnov,0.6
244,1051209,Nataša Vranješ,0.6
245,928442,Ryan Leach,0.6
246,1454992,Mihajlo Savic,0.6
247,53714,Rachel McAdams,7.66
248,2037,Cillian Murphy,5.945
249,1248,Brian Cox,6.345
250,34195,Jayma Mays,1.49
251,58792,Jack Scalia,1.788
252,74573,Robert Pine,2.7439999999999998
253,1774125,Terry Press,0.6
254,982705,Brittany Oaks,0.84
255,42186,Laura Johnson,0.986
256,52939,Max Kasch,1.4
257,298,Chris Bender,1.22
258,434,Lisa Beach,0.6559999999999999
259,436,Sarah Katzman,2.58
260,7229,Marco Beltrami,1.999
261,5140,Wes Craven,1.4
262,5667,Robert D. Yeoman,0.6
263,7856,Bruce Alan Miller,0.6
264,20223,J.C. Spink,0.6
265,20720,Jim Lemley,0.6
266,5469,Ralph Fiennes,5.877000000000001
267,72855,Felicity Jones,4.769
268,33450,Joanna Scanlan,2.055
269,5470,Kristin Scott Thomas,2.786
270,2441,Tom Hollander,1.4
271,20057,Michelle Fairley,1.287
272,20282,John Kavanagh,0.84
273,239877,Amanda Hale,1.094
274,207549,Perdita Weeks,1.02
275,52891,Tom Burke,1.641
276,471,Maria Djurkovic,1.008
277,40823,Peter Burgis,0.6940000000000001
278,35012,Michael O'Connor,0.6
279,19993,Leo Davis,0.6
280,23451,Ilan Eshkeri,1.22
281,55487,Christian Baute,0.6
282,60335,Nick Dent,0.98
283,73463,Gabrielle Tana,0.6
284,73464,Carolyn Marks Blackwood,0.6
285,21662,Ed Westwick,1.4
286,15110,Brooke Shields,1.75
287,2440,Bill Nighy,12.663
288,66442,Tamsin Egerton,2.367
289,24265,Bill Bailey,0.848
290,54830,Sophia Bush,2.5980000000000003
291,85139,Nicholas Braun,1.96
292,73462,Georgia King,2.296
293,43034,Tom Goodman-Hill,0.828
294,78562,Phil Traill,0.6
295,1390430,Tom Williams,0.6
296,976,Jason Statham,18.309
297,38425,Amber Valletta,2.8489999999999998
298,57346,Kate Nauta,1.4
299,57345,Alessandro Gassman,3.0069999999999997
300,7693,François Berléand,1.286
301,1116654,Robert Small,0.6
302,8654,Matthew Modine,2.588
303,973,Jason Flemyng,5.186
304,65827,Keith David,2.997
305,1286269,Ron Madoff,0.6
306,59,Luc Besson,5.141
307,61,Robert Mark Kamen,2.95
308,18865,Louis Leterrier,2.7439999999999998
309,24310,Mitchell Amundsen,0.6
310,21932,Steve Chasman,0.6
311,50954,Alexandre Azaria,0.6
312,51514,Christine Lucas Navarro,0.6
313,64,Gary Oldman,8.336
314,227,William Hurt,2.552
315,14407,Matt LeBlanc,2.7439999999999998
316,13920,Mimi Rogers,3.0610000000000004
317,69122,Heather Graham,5.218999999999999
318,22082,Lacey Chabert,3.332
319,135526,Jack Johnson,0.6
320,15440,Jared Harris,6.572
321,161433,Mark Goddard,1.4
322,1120,Lennie James,3.196
323,2042,Stephen Hopkins,1.537
324,7506,Irwin Allen,1.618
325,5575,Akiva Goldsman,1.354
326,22077,Carla Fry,0.6
327,22078,Mark W. Koch,0.6
328,20897,Bruce Broughton,0.84
329,2044,Peter Levy,0.6
330,21374,Allison Cowitt,0.98
331,58799,Dana Kimmell,1.62
332,58802,Paul Kratka,0.608
333,1225471,Tracie Savage,0.6
334,106249,Jeffrey Rogers,0.6
335,55268,Catherine Parks,0.98
336,558477,Larry Zerner,0.6
337,82176,Rachel Howard,0.6
338,1682653,David Katims,0.98
339,995980,Nick Savage,0.6
340,83334,Gloria Charles,0.6
341,13810,George B. Hively,0.6
342,20953,Harry Manfredini,1.094
343,38685,Victor Miller,0.6
344,49284,Frank Mancuso Jr.,0.6
345,58712,Steve Miner,1.544
346,58713,Ron Kurz,0.6
347,58809,Martin Kitrosser,0.6
348,58810,Carol Watson,0.6
349,58811,Petru Popescu,0.98
350,928453,Calvin Lee Reeder,0.6
351,98632,Lane Hughes,2.7439999999999998
352,98631,Adam Wingard,2.892
353,111692,Hannah Fierman,2.437
354,1039531,Mike Donlan,0.6
355,1039532,Joe Sykes,0.6
356,1039533,Drew Sawyer,0.6
357,1039534,Jas Sams,0.6
358,40863,Joe Swanberg,1.4
359,1031943,Sophia Takal,0.98
360,66681,Matt Bettinelli-Olpin,1.05
361,83858,Simon Barrett,1.96
362,88556,Glenn McQuaid,0.6
363,101542,Ti West,1.4
364,112593,Gary Binkow,1.22
365,141962,David Bruckner,0.6
366,7268,Max Perlich,1.5659999999999998
367,515875,Lesley-Ann Brandt,3.4960000000000004
368,176050,Matt Knudsen,0.6
369,1539,Rick Overton,0.637
370,22250,Rance Howard,2.346
371,582653,Jamie Wozny,0.6
372,582654,Lonnie Henderson,0.6
373,582655,Brent Pope,0.6
374,99235,Tim Abell,7.057
375,582657,Melissa McCarty,0.6
376,582616,Aaron Ginsburg,0.6
377,582617,Wade McIntyre,0.6
378,582619,Elaine J. Constantine,0.6
379,582620,John Constantine  ,0.6
380,582621,Jeff Murphy,0.6
381,97864,Richard Gabai,1.4
382,967020,Scott Peck,1.96
383,22055,Billy DaMota,0.6
384,948,Lisa Gerrard,2.2680000000000002
385,582625,Marcello De Francisci ,0.6
386,33305,Nathan Meister,0.98
387,33306,Peter Feeney,0.6
388,33307,Danielle Mason,0.6
389,33308,James Ashcroft,1.4
390,33309,Mick Rose,0.6
391,15299,Tammy Davis,0.6
392,11341,Glenis Levestam,0.6
393,33310,Tandi Wright,1.96
394,33311,Matthew Chamberlain,0.828
395,112374,Oliver Driver,1.38
396,12653,Kim Sinclair,0.6
397,15581,Chris Plummer,0.6
398,33300,Jonathan King,0.6
399,33301,Philippa Campbell,0.6
400,33302,Richard Bluck,1.38
401,33303,Simon Bright,0.6
402,33304,Pauline Bowkett,0.6
403,67112,Victoria Kelly,0.98
404,1447524,Paul Tobin,0.6
405,16476,Larry Drake,1.6230000000000002
406,26469,Holly Marie Combs,2.685
407,44301,Cliff DeYoung,1.38
408,80292,Glenn Quinn,0.828
409,154629,Keith Diamond,1.4
410,1272,Richard Bradford,1.4
411,17225,Michelle Johnson,2.588
412,42168,Nancy Fish,1.4
413,65168,Sara Melson,0.6
414,105003,Zoe Trilling,1.382
415,8864,Karen Rea,0.6
416,11419,Robert Kurtzman,1.22
417,14189,Debra Neil-Fisher,0.6
418,40832,Mike Richardson,0.6
419,28401,Stuart M. Besser,0.6
420,58438,Brian May,0.6
421,59287,Gregory Nicotero,1.258
422,69141,Robert Draper,0.6
423,107372,Howard Berger,1.284
424,41795,Manny Coto,0.6
425,67773,Steve Martin,2.821
426,55152,Campbell Scott,4.239
427,856,Ben Gazzara,2.2680000000000002
428,27267,Rebecca Pidgeon,0.6
429,10743,Ricky Jay,1.5319999999999998
430,7427,Felicity Huffman,1.6059999999999999
431,1255,David Mamet,1.96
432,53685,Barbara Tulliver,0.6
433,67095,Jessica Lanier,0.6
434,27562,Jean Doumanian,0.6
435,1522736,Kathleen Rosen,0.6
436,16398,Sarah Green,0.6
437,1225,Carter Burwell,1.22
438,10832,Gabriel Beristain,0.84
439,5328,Kerry Barden,1.7
440,10980,Daniel Radcliffe,4.2410000000000005
441,35028,Zoe Kazan,2.113
442,28847,Rafe Spall,2.353
443,55615,Megan Park,2.904
444,1023139,Adam Driver,6.246
445,62932,Jemima Rooper,1.4
446,27004,Meghan Heffern,1.546
447,239464,Jordan Hayes,0.84
448,1110405,Mackenzie Davis,3.602
449,978906,Vanessa Matsui,1.96
450,71280,Michael Dowse,0.6
451,1197061,T.J. Dawe,0.6
452,71437,Elan Mastai,0.6940000000000001
453,1197062,Michael Rinaldi,0.6
454,1375896,David Gross,0.6
455,983674,Macdara Kelleher,1.932
456,61932,André Rouleau,0.6
457,1375897,Jesse Shapira,0.6
458,1375898,Marc Stephenson,0.6
459,1375899,A.C. Newman,0.6
460,21624,Judd Nelson,2.596
461,19540,Peter Cullen,1.4069999999999998
462,15831,Frank Welker,5.659
463,1749,Leonard Nimoy,3.0860000000000003
464,40,Orson Welles,2.565
465,10713,Eric Idle,2.2680000000000002
466,2493,Robert Stack,1.579
467,7139,Norman Alden,0.6
468,19545,Jack Angel,0.608
469,19546,Michael Bell,1.679
470,19542,Nelson Shin,0.6
471,19543,Joe Bacal,0.6
472,19544,Ron Friedman,0.6
473,16637,Vince DiCola,0.6
474,1218318, ,0.0
475,1218741, ,0.0
476,1864523,Jay Bacal,1.4
477,1864525,Tom Griffin,0.6
478,1307417,Masatoshi Fukui,0.6
479,880,Ben Affleck,9.68
480,2231,Samuel L. Jackson,21.398000000000003
481,17358,Kim Staunton,0.84
482,3051,Toni Collette,4.6930000000000005
483,2226,Sydney Pollack,1.196
484,19208,Matt Malloy,0.6
485,21179,John Benjamin Hickey,2.086
486,2956,Amanda Peet,5.055
487,1696196,Michael Pitt,0.6
488,2997,Scott Rudin,1.3980000000000001
489,5361,Christopher Tellefsen,0.6
490,6489,David Arnold,0.6
491,7017,Roger Michell,0.968
492,8408,Salvatore Totino,0.6
493,9178,Kristi Zea,0.6
494,16939,Michael Tolkin,0.6
495,21178,Chap Taylor,0.6
496,33161,François Cluzet,1.91
497,78423,Omar Sy,4.239
498,219708,Audrey Fleurot,1.0
499,19370,Anne Le Ny,0.84
500,2411,Clotilde Mollet,0.6
501,26107,Alba Gaïa Bellugi,1.96
502,581728,Cyril Mendy,0.6
503,581729,Christian Ameri,0.98
504,333422,Marie-Laure Descoureaux,0.6
505,1411815,Salimata Kamate,1.425
506,16734,Olivia Bloch-Lainé,0.6
507,17535,François Emmanuelli,0.6
508,47817,Jean Goudier,0.6
509,47818,Jean-Paul Hurier,0.6
510,50517,Mathieu Vadepied,0.6
511,70526,Ludovico Einaudi,0.6940000000000001
512,84425,Eric Toledano,1.22
513,84426,Olivier Nakache,1.617
514,6012,Daniel Auteuil,1.714
515,1137,Juliette Binoche,4.872
516,6014,Annie Girardot,2.2680000000000002
517,6015,Bernard Le Coq,4.104
518,6018,Daniel Duval,0.6
519,2417,Maurice Bénichou,0.728
520,6016,Walid Afkir,0.6
521,6017,Lester Makedonsky,0.6
522,6019,Nathalie Richard,2.58
523,6020,Denis Podalydès,0.732
524,2335,Michael Weber,0.6
525,6011,Michael Haneke,0.8590000000000001
526,6026,Ralph Rieckermann,0.6
527,6027,Christian Berger,0.6
528,6028,Michael Hudecek,0.6
529,6029,Nadine Muse,2.112
530,6030,Kris Portier de Bellair,0.6
531,6031,Emmanuel de Chauvigny,0.6
532,6032,Christoph Kanter,0.6
533,12835,Vin Diesel,11.002
534,1223793,Rose Leslie,5.607
535,109,Elijah Wood,7.15
536,110902,Ólafur Darri Ólafsson,0.6
537,7241,Rena Owen,2.252
538,587207,Julie Engelbrecht,2.344
539,3895,Michael Caine,10.457
540,225610,Joseph Gilgun,2.283
541,4812,Isaach De Bankolé,1.473
542,1643212,Sloane Coombs,0.6
543,541,Chris Lebenzon,1.4
544,561,John Papsidera,0.727
545,4501,Dean Semler,0.6
546,12575,Patrick Loungway,0.828
547,18087,Petr Hlinomaz,0.98
548,18264,Steve Jablonsky,0.98
549,32806,Paul Carlin,0.6
550,46088,Mark Canton,0.6940000000000001
551,1063017,Eric Jacobus,0.6
552,98104,Julian Barratt,2.188
553,63078,Ian Virgo,0.6
554,125852,Miguel Ángel Muñoz,0.6
555,1260162,Dana Meinrath,0.6
556,1417244,Richard Hardisty,0.6940000000000001
557,1359754,Sherry Lara,0.6
558,557879,Francisco Barreiro,0.6
559,1398229,Julija Steponaitytė,0.6
560,1417245,Michael Isokpan,0.6
561,930706,Rodney Ascher,0.6940000000000001
562,126125,Bill Plympton,0.6
563,1041223,Erik Matti,0.6
564,1174073,Lancelot Oduwa Imasuen,0.98
565,995521,Kristina Buožytė,2.7439999999999998
566,1158485,Bruno Samper,0.6
567,5877,Vincenzo Natali,2.7439999999999998
568,31268,Larry Fessenden,0.6
569,81045,Julien Maury,0.6
570,81044,Alexandre Bustillo,0.6
571,66,Chris Tucker,2.718
572,18897,Jackie Chan,9.836
573,9195,Hiroyuki Sanada,5.939
574,2245,Yvan Attal,0.764
575,3556,Roman Polanski,1.632
576,41894,Zhang Jingchu,3.108
577,4492,Philip Baker Hall,1.82
578,145633,Noémie Lenoir,1.943
579,164945,Sarah Shahi,2.887
580,909,Billy Weber,1.5319999999999998
581,1098,Mark Helfrich,0.98
582,2689,Jeff Nathanson,1.4
583,4504,Roger Birnbaum,0.6940000000000001
584,4953,Ed Verreaux,0.608
585,9217,Lalo Schifrin,2.7439999999999998
586,11802,Betsy Heimann,0.6
587,15005,Don Zimmerman,1.96
588,21118,James M. Muro,0.652
589,11091,Brett Ratner,2.188
590,14541,Chris Sarandon,1.38
591,20904,James Hong,2.292
592,565675,Catherine Chan,0.6
593,31512,Robert John Burke,1.545
594,56675,Anson Mount,3.405
595,22075,Reggie Lee,1.22
596,82631,Joseph Sikora,1.4
597,52761,Igor Jijikine,3.202
598,1557632,Elissa Middleton,1.38
599,2545,Lawrence Bender,0.6
600,1919,Stefan Czapsky,0.6
601,6223,Deepak Nayar,0.6
602,5493,Ann Roth,1.126
603,5666,Mark Mothersbaugh,0.98
604,5669,Douglas Aibel,0.6
605,9990,Joseph C. Nemec III,0.6
606,13177,Marc Fishman,1.22
607,16494,Jesse Rosenthal,0.6
608,11661,Kate Hudson,2.503
609,1518,Frances O'Connor,5.377999999999999
610,107682,Tommy Tiernan,0.608
611,56778,Stuart Townsend,0.98
612,585008,Cathleen Bradley,0.6940000000000001
613,147054,Brendan Dempsey,0.98
614,17778,Charlotte Bradley,0.6
615,89393,Rosaleen Linehan,0.6
616,143864,Alan Maher,0.6
617,81057,Kathy Downes,0.6
618,1380314,Gerard Stembridge,0.6
619,4483,Dustin Hoffman,9.207
620,14343,Rene Russo,3.87
621,192,Morgan Freeman,10.873
622,9777,Cuba Gooding Jr.,2.416
623,55636,Donald Sutherland,4.797
624,18352,Patrick Dempsey,2.678
625,2137,Benito Martinez,0.98
626,10649,Malick Bowens,0.6
627,47458,Zakes Mokae,1.96
628,5231,Wolfgang Petersen,2.681
629,53004,Laurence Dworet,0.6
630,873,Robert Roy Pool,0.6
631,10764,Arnold Kopelson,0.828
632,6870,Duncan Henderson,1.62
633,12050,Anne Kopelson,1.094
634,1213,James Newton Howard,1.6059999999999999
635,6877,William Sandell,0.6
636,2122,William Hoy,0.6
637,204949,Jah Shams,0.6
638,218569,Mary Grace,0.6
639,1172152,Masashi Nagadoi,0.6
640,999546,Dave Edwards,0.6
641,210128,Jon Briddell,0.6
642,238822,Timothy A. Chey,0.6
643,10017,Charlton Heston,5.348
644,194,Richard Harris,3.0789999999999997
645,94550,Jim Hutton,2.7439999999999998
646,5563,James Coburn,5.234
647,24808,Michael Anderson Jr.,1.7080000000000002
648,12776,Senta Berger,2.421
649,10254,Mario Adorf,1.739
650,2112,Brock Peters,0.9890000000000001
651,8255,Warren Oates,1.896
652,8258,Ben Johnson,2.188
653,870,Sam Leavitt,0.98
654,7767,Sam Peckinpah,1.4
655,10533,Oscar Saul,0.6
656,14356,Daniele Amfitheatrof,0.828
657,14774,Harry Julian Fink,1.4
658,16892,Alfred Ybarra,0.6
659,29768,Howard Kunin,0.6
660,39761,Jerry Bresler,0.6
661,1308762,Jon Roberts,0.6
662,1308764,Jorge Ayala,0.6
663,1308763,Mickey Munday,0.6
664,1308767,Toni Mooney,0.6
665,1308770,Nelson Andreu,0.6
666,1308766,Al Sunshine,0.6
667,141475,Billy Corben,0.6
668,3636,Paul Newman,3.553
669,12950,George Kennedy,1.6969999999999998
670,8962,Luke Askew,0.98
671,13869,Morgan Woodward,2.191
672,5048,Harry Dean Stanton,3.2489999999999997
673,2778,Dennis Hopper,4.096
674,13871,Lou Antonio,0.853
675,13872,Robert Drivas,1.094
676,8260,Strother Martin,2.588
677,2752,Jo Van Fleet,1.38
678,594,Jordan Cronenweth,0.6
679,3031,Thomas Del Ruth,0.6
680,4313,Gordon Bau,0.6
681,5053,Gordon Carroll,0.6
682,16538,Jean Burt Reilly,0.6
683,18369,Craig Binkley,0.6
684,18374,Michael A. Jones,0.6
685,10632,M. James Arnett,0.98
686,3125,Madonna,1.788
687,4757,Rupert Everett,4.229
688,4589,Benjamin Bratt,3.2319999999999998
689,19306,Malcolm Stumpf,0.6
690,14792,Josef Sommer,1.837
691,19307,Suzanne Krull,0.6
692,15829,Linda Larkin,2.898
693,7796,Illeana Douglas,1.7080000000000002
694,15424,Michael Vartan,4.322
695,29791,Lynn Redgrave,1.96
696,19304,John Schlesinger,1.024
697,19305,Tom Ropelewski,0.6
698,11708,Leslie Dixon,1.96
699,19308,Linne Radmin,0.6940000000000001
700,68602,Tom Rosenberg,0.728
701,5506,Elliot Davis,1.4
702,6875,Peter Honess,1.4
703,1262,Mali Finn,0.652
704,9041,Howard Cummings,0.6
705,3092,Diane Keaton,7.255
706,7465,Carrie Preston,1.54
707,38024,Cynthia Nixon,3.623
708,109740,Alysia Reiner,1.22
709,6181,Josh Pais,1.052
710,114843,Claire van der Boom,0.9570000000000001
711,1186840,Sterling Jerins,1.207
712,1344349,Liza J. Bennett,0.65
713,78404,Gary Wilmes,1.96
714,1718,Brian Morris,0.6
715,24205,Lori McCreary,0.98
716,33315,Richard Loncraine,1.686
717,65401,Charlie Peters,0.6
718,1171528,Jonathan Freeman,0.6
719,1361163,Jill Ciment,0.6
720,1361165,Max Calo,0.6
721,1399455,Scott Dougan,0.6
722,23959,Debra Messing,1.4
723,20212,Dermot Mulroney,5.111000000000001
724,9273,Amy Adams,7.622999999999999
725,1709,Jack Davenport,1.565
726,53013,Jeremy Sheffield,2.267
727,16480,Peter Egan,0.6
728,17693,Sarah Parish,1.96
729,11318,Holland Taylor,1.381
730,185400,Jay Simon,0.6
731,121847,Danielle Lewis,0.6
732,16854,Paul Brooks,0.6
733,51600,Clare Kilner,0.6
734,53014,Jessica Bendinger,0.679
735,53015,Nathalie Marciano,0.6
736,53016,Michelle Chydzik Sowa,0.6
737,53017,Blake Neely,0.6
738,53018,Mary Finlay,0.6
739,53019,Tom Burton,0.6
740,53020,Barbara Herman-Skelding,1.128
741,53021,Louise Page,0.6
742,67320,Kseniya Rappoport,3.9019999999999997
743,105868,Filippo Timi,1.176
744,128220,Antonia Truppo,0.6
745,35103,Gaetano Bruno,0.98
746,105870,Fausto Russo Alesi,0.6
747,128222,Michele Di Mauro,0.6
748,128223,Lorenzo Gioielli,1.4
749,128224,Lidia Vitale,0.6
750,128225,Giampiero Judica,0.6
751,128226,Roberto Accornero,0.6
752,128217,Giuseppe Capotondi,0.6
753,128218,Alessandro Fabbri,0.6
754,128219,Ludovica Rampoldi,0.6
755,966818,Pasquale Catalano,0.6
756,1292141,Tat Radcliffe,0.6
757,1458731,Anna Maria Sambucco,0.6
758,1489910,Guido Notari,0.6
759,15757,Ray Romano,5.593999999999999
760,5723,John Leguizamo,7.103
761,5724,Denis Leary,3.7310000000000003
